"","ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position"
"12289","ENSG00000172345","STARD5","StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]","protein_coding","15",81309053
"12290","ENSG00000259343","TMC3-AS1","TMC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51424]","lncRNA","15",81324338
"12291","ENSG00000237419","AL954642.1","novel transcript","lncRNA","9",138199933
"12292","ENSG00000258730","ITPK1-AS1","ITPK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20132]","lncRNA","14",93067452
"12293","ENSG00000165943","MOAP1","modulator of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:16658]","protein_coding","14",93182199
"12294","ENSG00000153485","TMEM251","transmembrane protein 251 [Source:HGNC Symbol;Acc:HGNC:20218]","protein_coding","14",93184951
"12295","ENSG00000170270","GON7","GON7 subunit of KEOPS complex [Source:HGNC Symbol;Acc:HGNC:20356]","protein_coding","14",93202894
"12296","ENSG00000259594","AC023034.1","novel transcript","lncRNA","15",81554003
"12297","ENSG00000012963","UBR7","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]","protein_coding","14",93207241
"12298","ENSG00000259692","AC104041.1","novel transcript","lncRNA","15",81633426
"12299","ENSG00000183496","MEX3B","mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]","protein_coding","15",82041778
"12300","ENSG00000140598","EFL1","elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]","protein_coding","15",82130233
"12301","ENSG00000011114","BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]","protein_coding","14",93237550
"12302","ENSG00000133958","UNC79","unc-79 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:19966]","protein_coding","14",93333219
"12303","ENSG00000188659","SAXO2","stabilizer of axonemal microtubules 2 [Source:HGNC Symbol;Acc:HGNC:33727]","protein_coding","15",82262810
"12304","ENSG00000021762","OSBPL5","oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]","protein_coding","11",3087107
"12305","ENSG00000278662","GOLGA6L10","golgin A6 family like 10 [Source:HGNC Symbol;Acc:HGNC:37228]","protein_coding","15",82339993
"12306","ENSG00000087470","DNM1L","dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]","protein_coding","12",32679200
"12307","ENSG00000197978","GOLGA6L9","golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229]","protein_coding","15",82430018
"12308","ENSG00000182774","RPS17","ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]","protein_coding","15",82536750
"12309","ENSG00000100628","ASB2","ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]","protein_coding","14",93934166
"12310","ENSG00000089723","OTUB2","OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:HGNC Symbol;Acc:HGNC:20351]","protein_coding","14",94026340
"12311","ENSG00000089737","DDX24","DEAD-box helicase 24 [Source:HGNC Symbol;Acc:HGNC:13266]","protein_coding","14",94048287
"12312","ENSG00000005801","ZNF195","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]","protein_coding","11",3339261
"12313","ENSG00000165948","IFI27L1","interferon alpha inducible protein 27 like 1 [Source:HGNC Symbol;Acc:HGNC:19754]","protein_coding","14",94081301
"12314","ENSG00000165949","IFI27","interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]","protein_coding","14",94104836
"12315","ENSG00000259462","CPEB1-AS1","CPEB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27523]","lncRNA","15",82647770
"12316","ENSG00000119632","IFI27L2","interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]","protein_coding","14",94127779
"12317","ENSG00000103723","AP3B2","adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]","protein_coding","15",82659281
"12318","ENSG00000119698","PPP4R4","protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]","protein_coding","14",94146128
"12319","ENSG00000197249","SERPINA1","serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]","protein_coding","14",94376747
"12320","ENSG00000129749","CHRNA10","cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]","protein_coding","11",3665587
"12321","ENSG00000110713","NUP98","nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]","protein_coding","11",3671083
"12322","ENSG00000133937","GSC","goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612]","protein_coding","14",94768223
"12323","ENSG00000276148","AC084824.5","novel transcript, antisense to DNM1L","lncRNA","12",32725248
"12324","ENSG00000100697","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","protein_coding","14",95086228
"12325","ENSG00000139131","YARS2","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]","protein_coding","12",32727490
"12326","ENSG00000057294","PKP2","plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]","protein_coding","12",32790755
"12327","ENSG00000139133","ALG10","ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]","protein_coding","12",34022468
"12328","ENSG00000175548","ALG10B","ALG10 alpha-1,2-glucosyltransferase B [Source:HGNC Symbol;Acc:HGNC:31088]","protein_coding","12",38316762
"12329","ENSG00000139117","CPNE8","copine 8 [Source:HGNC Symbol;Acc:HGNC:23498]","protein_coding","12",38646822
"12330","ENSG00000148985","PGAP2","post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]","protein_coding","11",3797724
"12331","ENSG00000139116","KIF21A","kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]","protein_coding","12",39293228
"12332","ENSG00000250988","SNHG21","small nucleolar RNA host gene 21 [Source:HGNC Symbol;Acc:HGNC:50284]","lncRNA","15",82750564
"12333","ENSG00000186628","FSD2","fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]","protein_coding","15",82755362
"12334","ENSG00000156232","WHAMM","WASP homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]","protein_coding","15",82809628
"12335","ENSG00000103942","HOMER2","homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]","protein_coding","15",82836946
"12336","ENSG00000235706","DICER1-AS1","DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]","lncRNA","14",95157645
"12337","ENSG00000165959","CLMN","calmin [Source:HGNC Symbol;Acc:HGNC:19972]","protein_coding","14",95181940
"12338","ENSG00000169609","C15orf40","chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:28443]","protein_coding","15",82988441
"12339","ENSG00000176438","SYNE3","spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]","protein_coding","14",95407266
"12340","ENSG00000064726","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","protein_coding","15",83016423
"12341","ENSG00000258572","AL133467.1","novel transcript","lncRNA","14",95516136
"12342","ENSG00000247092","SNHG10","small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]","lncRNA","14",95521943
"12343","ENSG00000177105","RHOG","ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]","protein_coding","11",3826978
"12344","ENSG00000173208","ABCD2","ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]","protein_coding","12",39550033
"12345","ENSG00000182512","GLRX5","glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]","protein_coding","14",95533503
"12346","ENSG00000136404","TM6SF1","transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]","protein_coding","15",83107572
"12347","ENSG00000258927","AL133467.2","novel transcript","lncRNA","14",95620914
"12348","ENSG00000167323","STIM1","stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]","protein_coding","11",3854527
"12349","ENSG00000151229","SLC2A13","solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]","protein_coding","12",39755025
"12350","ENSG00000260943","LINC02555","long intergenic non-protein coding RNA 2555 [Source:HGNC Symbol;Acc:HGNC:53593]","lncRNA","12",40140926
"12351","ENSG00000223914","LINC02471","long intergenic non-protein coding RNA 2471 [Source:HGNC Symbol;Acc:HGNC:53410]","lncRNA","12",40156113
"12352","ENSG00000188906","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","protein_coding","12",40196744
"12353","ENSG00000166503","HDGFL3","HDGF like 3 [Source:HGNC Symbol;Acc:HGNC:24937]","protein_coding","15",83112738
"12354","ENSG00000213231","TCL1B","TCL1 family AKT coactivator B [Source:HGNC Symbol;Acc:HGNC:11649]","protein_coding","14",95686426
"12355","ENSG00000100721","TCL1A","TCL1 family AKT coactivator A [Source:HGNC Symbol;Acc:HGNC:11648]","protein_coding","14",95709947
"12356","ENSG00000140600","SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]","protein_coding","15",83447228
"12357","ENSG00000257275","AL139020.1","novel transcript, antisense to TCL1A","lncRNA","14",95711747
"12358","ENSG00000227051","C14orf132","chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]","protein_coding","14",96039362
"12359","ENSG00000229368","AC090587.1","novel transcript, sense overlapping STIM1","lncRNA","11",3854612
"12360","ENSG00000156218","ADAMTSL3","ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]","protein_coding","15",83654088
"12361","ENSG00000066739","ATG2B","autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]","protein_coding","14",96279195
"12362","ENSG00000167325","RRM1","ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]","protein_coding","11",4094707
"12363","ENSG00000100744","GSKIP","GSK3B interacting protein [Source:HGNC Symbol;Acc:HGNC:20343]","protein_coding","14",96363452
"12364","ENSG00000140057","AK7","adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]","protein_coding","14",96392128
"12365","ENSG00000260806","AL163051.1","novel transcript, antisense to PAPOLA","lncRNA","14",96500810
"12366","ENSG00000090060","PAPOLA","poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]","protein_coding","14",96501433
"12367","ENSG00000259511","UBE2Q2L","ubiquitin conjugating enzyme E2 Q2 like [Source:HGNC Symbol;Acc:HGNC:44656]","transcribed_unprocessed_pseudogene","15",84172493
"12368","ENSG00000184206","GOLGA6L4","golgin A6 family like 4 [Source:HGNC Symbol;Acc:HGNC:27256]","protein_coding","15",84235773
"12369","ENSG00000132109","TRIM21","tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]","protein_coding","11",4384897
"12370","ENSG00000181963","OR52K2","olfactory receptor family 52 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15223]","protein_coding","11",4449295
"12371","ENSG00000196778","OR52K1","olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]","protein_coding","11",4482646
"12372","ENSG00000167333","TRIM68","tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]","protein_coding","11",4598672
"12373","ENSG00000275120","AC048382.5","novel transcript, antisense to ZSCAN2","lncRNA","15",84597809
"12374","ENSG00000176371","ZSCAN2","zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]","protein_coding","15",84600986
"12375","ENSG00000232268","OR52I1","olfactory receptor family 52 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15220]","protein_coding","11",4593614
"12376","ENSG00000167332","OR51E2","olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]","protein_coding","11",4680171
"12377","ENSG00000256278","AC048382.1","novel transcript, antisense to ZSCAN2","lncRNA","15",84611689
"12378","ENSG00000276278","AC048382.6","novel transcript, antisense to ZSCAN2","lncRNA","15",84622015
"12379","ENSG00000258702","AL137786.1","novel transcript","lncRNA","14",96592399
"12380","ENSG00000257239","AC090630.1","novel transcript","lncRNA","12",41829898
"12381","ENSG00000177082","WDR73","WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]","protein_coding","15",84639285
"12382","ENSG00000151233","GXYLT1","glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]","protein_coding","12",42081845
"12383","ENSG00000015153","YAF2","YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]","protein_coding","12",42157104
"12384","ENSG00000100749","VRK1","VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]","protein_coding","14",96797382
"12385","ENSG00000246084","LINC02325","long intergenic non-protein coding RNA 2325 [Source:HGNC Symbol;Acc:HGNC:53245]","lncRNA","14",97427071
"12386","ENSG00000134283","PPHLN1","periphilin 1 [Source:HGNC Symbol;Acc:HGNC:19369]","protein_coding","12",42238447
"12387","ENSG00000246223","LINC01550","long intergenic non-protein coding RNA 1550 [Source:HGNC Symbol;Acc:HGNC:20111]","lncRNA","14",97924637
"12388","ENSG00000197696","NMB","neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]","protein_coding","15",84655129
"12389","ENSG00000140612","SEC11A","SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]","protein_coding","15",84669538
"12390","ENSG00000229402","AL162151.1","novel transcript","lncRNA","14",99158416
"12391","ENSG00000127152","BCL11B","BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]","protein_coding","14",99169287
"12392","ENSG00000235785","AL109767.1","novel transcript","lncRNA","14",99262948
"12393","ENSG00000183576","SETD3","SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]","protein_coding","14",99397748
"12394","ENSG00000236248","AC104389.4","chromosome 11 open reading frame 10 (C11orf10) pseudogene","processed_pseudogene","11",5362615
"12395","ENSG00000184698","OR51M1","olfactory receptor family 51 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14847]","protein_coding","11",5383812
"12396","ENSG00000259654","AC115102.1","novel transcript, antisense to SEC11A","lncRNA","15",84685884
"12397","ENSG00000166716","ZNF592","zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]","protein_coding","15",84748592
"12398","ENSG00000136383","ALPK3","alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574]","protein_coding","15",84817356
"12399","ENSG00000175518","UBQLNL","ubiquilin like [Source:HGNC Symbol;Acc:HGNC:28294]","protein_coding","11",5514393
"12400","ENSG00000181616","OR52H1","olfactory receptor family 52 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:15218]","protein_coding","11",5544489
"12401","ENSG00000090061","CCNK","cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]","protein_coding","14",99481169
"12402","ENSG00000121236","TRIM6","tripartite motif containing 6 [Source:HGNC Symbol;Acc:HGNC:16277]","protein_coding","11",5596109
"12403","ENSG00000205476","CCDC85C","coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]","protein_coding","14",99500190
"12404","ENSG00000247970","AL160313.1","novel transcript","lncRNA","14",99604556
"12405","ENSG00000036530","CYP46A1","cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]","protein_coding","14",99684298
"12406","ENSG00000073417","PDE8A","phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]","protein_coding","15",84980440
"12407","ENSG00000258659","TRIM34","tripartite motif containing 34 [Source:HGNC Symbol;Acc:HGNC:10063]","protein_coding","11",5619764
"12408","ENSG00000139168","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]","protein_coding","12",42312086
"12409","ENSG00000066629","EML1","EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]","protein_coding","14",99737693
"12410","ENSG00000132256","TRIM5","tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]","protein_coding","11",5663195
"12411","ENSG00000139174","PRICKLE1","prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]","protein_coding","12",42456757
"12412","ENSG00000132274","TRIM22","tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]","protein_coding","11",5689697
"12413","ENSG00000196405","EVL","Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]","protein_coding","14",99971449
"12414","ENSG00000181023","OR56B1","olfactory receptor family 56 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:15245]","protein_coding","11",5736448
"12415","ENSG00000170776","AKAP13","A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]","protein_coding","15",85380571
"12416","ENSG00000181074","OR52N4","olfactory receptor family 52 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15230]","protein_coding","11",5754243
"12417","ENSG00000267940","AC022762.2","novel transcript","lncRNA","11",6201901
"12418","ENSG00000051009","FAM160A2","family with sequence similarity 160 member A2 [Source:HGNC Symbol;Acc:HGNC:25378]","protein_coding","11",6211345
"12419","ENSG00000258560","AL157912.1","novel transcript, antisense to EVL","lncRNA","14",100052803
"12420","ENSG00000168350","DEGS2","delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]","protein_coding","14",100143957
"12421","ENSG00000258982","AL133523.1","novel transcript, antisense to YY1","lncRNA","14",100207407
"12422","ENSG00000100811","YY1","YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]","protein_coding","14",100238298
"12423","ENSG00000197119","SLC25A29","solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]","protein_coding","14",100291116
"12424","ENSG00000170955","CAVIN3","caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]","protein_coding","11",6318946
"12425","ENSG00000129317","PUS7L","pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]","protein_coding","12",43718992
"12426","ENSG00000166311","SMPD1","sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]","protein_coding","11",6390440
"12427","ENSG00000259375","AC087286.3","novel transcript, antisense to AKAP13","lncRNA","15",85579046
"12428","ENSG00000259367","AC087286.2","novel transcript, antisense to AKAP13","lncRNA","15",85619623
"12429","ENSG00000259544","AC021739.3","novel transcript, antisense to AKAP13","lncRNA","15",85726115
"12430","ENSG00000259407","AC021739.2","novel transcript, antisense to AKAP13","lncRNA","15",85744109
"12431","ENSG00000259762","AC021739.4","novel transcript, antisense to AKAP13","lncRNA","15",85750336
"12432","ENSG00000198001","IRAK4","interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]","protein_coding","12",43758944
"12433","ENSG00000183655","KLHL25","kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]","protein_coding","15",85759326
"12434","ENSG00000166313","APBB1","amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]","protein_coding","11",6395124
"12435","ENSG00000151239","TWF1","twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]","protein_coding","12",43793723
"12436","ENSG00000176473","WDR25","WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]","protein_coding","14",100376418
"12437","ENSG00000139173","TMEM117","transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]","protein_coding","12",43835967
"12438","ENSG00000183092","BEGAIN","brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]","protein_coding","14",100537147
"12439","ENSG00000259494","MRPL46","mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]","protein_coding","15",88459477
"12440","ENSG00000184613","NELL2","neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]","protein_coding","12",44508275
"12441","ENSG00000181991","MRPS11","mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]","protein_coding","15",88467453
"12442","ENSG00000140543","DET1","DET1 partner of COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25477]","protein_coding","15",88494440
"12443","ENSG00000214548","MEG3","maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]","lncRNA","14",100779410
"12444","ENSG00000181026","AEN","apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]","protein_coding","15",88621337
"12445","ENSG00000172183","ISG20","interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]","protein_coding","15",88636153
"12446","ENSG00000110171","TRIM3","tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]","protein_coding","11",6448613
"12447","ENSG00000132254","ARFIP2","ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17160]","protein_coding","11",6474683
"12448","ENSG00000140511","HAPLN3","hyaluronan and proteoglycan link protein 3 [Source:HGNC Symbol;Acc:HGNC:21446]","protein_coding","15",88877294
"12449","ENSG00000140545","MFGE8","milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]","protein_coding","15",88898683
"12450","ENSG00000177119","ANO6","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]","protein_coding","12",45215987
"12451","ENSG00000132286","TIMM10B","translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]","protein_coding","11",6481501
"12452","ENSG00000179532","DNHD1","dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]","protein_coding","11",6497260
"12453","ENSG00000261407","AC013565.3","novel transcript, antisense to ABHD2","lncRNA","15",89087078
"12454","ENSG00000140526","ABHD2","abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]","protein_coding","15",89087459
"12455","ENSG00000273015","AC008124.1","novel transcript","lncRNA","12",45718046
"12456","ENSG00000189079","ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]","protein_coding","12",45729706
"12457","ENSG00000132275","RRP8","ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:HGNC:29030]","protein_coding","11",6595072
"12458","ENSG00000140525","FANCI","FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]","protein_coding","15",89243945
"12459","ENSG00000225746","MEG8","maternally expressed 8, small nucleolar RNA host gene [Source:HGNC Symbol;Acc:HGNC:14574]","lncRNA","14",100894770
"12460","ENSG00000166333","ILK","integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]","protein_coding","11",6603708
"12461","ENSG00000139218","SCAF11","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]","protein_coding","12",45919131
"12462","ENSG00000111371","SLC38A1","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]","protein_coding","12",46183063
"12463","ENSG00000228748","AL450306.1","novel transcript","lncRNA","10",77782866
"12464","ENSG00000151208","DLG5","discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]","protein_coding","10",77790791
"12465","ENSG00000259004","LINC02285","long intergenic non-protein coding RNA 2285 [Source:HGNC Symbol;Acc:HGNC:53202]","lncRNA","14",101120840
"12466","ENSG00000166337","TAF10","TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]","protein_coding","11",6606294
"12467","ENSG00000258512","LINC00239","long intergenic non-protein coding RNA 239 [Source:HGNC Symbol;Acc:HGNC:20119]","lncRNA","14",101730437
"12468","ENSG00000078304","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]","protein_coding","14",101761798
"12469","ENSG00000166340","TPP1","tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]","protein_coding","11",6612768
"12470","ENSG00000148606","POLR3A","RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074]","protein_coding","10",77969251
"12471","ENSG00000138326","RPS24","ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]","protein_coding","10",78033760
"12472","ENSG00000140521","POLG","DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]","protein_coding","15",89305198
"12473","ENSG00000259088","AL137779.2","novel transcript, antisense to PPP2R5C","lncRNA","14",101796555
"12474","ENSG00000256705","AL137779.1","novel transcript, antisense to PPP2R5C","lncRNA","14",101833435
"12475","ENSG00000271780","AL118558.3","novel transcript","lncRNA","14",101948347
"12476","ENSG00000272444","AL118558.4","novel transcript","lncRNA","14",101952416
"12477","ENSG00000224596","ZMIZ1-AS1","ZMIZ1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27433]","lncRNA","10",78943328
"12478","ENSG00000197102","DYNC1H1","dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]","protein_coding","14",101964573
"12479","ENSG00000134294","SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]","protein_coding","12",46358188
"12480","ENSG00000108175","ZMIZ1","zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]","protein_coding","10",79068966
"12481","ENSG00000108179","PPIF","peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]","protein_coding","10",79347469
"12482","ENSG00000165424","ZCCHC24","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]","protein_coding","10",79382325
"12483","ENSG00000253626","EIF5AL1","eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]","protein_coding","10",79512601
"12484","ENSG00000258096","AC025031.2","novel transcript, antisense to SLC38A2","lncRNA","12",46371463
"12485","ENSG00000257261","AC008014.1","novel transcript","lncRNA","12",46383652
"12486","ENSG00000275481","AC025031.4","novel transcript","lncRNA","12",46388856
"12487","ENSG00000272369","AC008035.1","novel transcript","lncRNA","12",46537502
"12488","ENSG00000255680","AC091564.6","novel transcript","lncRNA","11",6618790
"12489","ENSG00000166341","DCHS1","dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]","protein_coding","11",6621330
"12490","ENSG00000261441","AC124068.2","novel transcript, antisense to POLG","lncRNA","15",89335053
"12491","ENSG00000139211","AMIGO2","adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]","protein_coding","12",47075707
"12492","ENSG00000158042","MRPL17","mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]","protein_coding","11",6680385
"12493","ENSG00000179715","PCED1B","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]","protein_coding","12",47079603
"12494","ENSG00000255571","MIR9-3HG","MIR9-3 host gene [Source:HGNC Symbol;Acc:HGNC:27388]","lncRNA","15",89361579
"12495","ENSG00000244733","AL132656.2","novel transcript","lncRNA","10",79660891
"12496","ENSG00000225484","NUTM2B-AS1","NUTM2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51204]","lncRNA","10",79661394
"12497","ENSG00000258181","AC008083.3","novel transcript","lncRNA","12",47248124
"12498","ENSG00000257925","AC008083.2","novel transcript, antisense to FAM113B","lncRNA","12",47237734
"12499","ENSG00000257924","LINC02416","long intergenic non-protein coding RNA 2416 [Source:HGNC Symbol;Acc:HGNC:53345]","lncRNA","12",47353754
